OBJECTID,Data,Estação,Nome_Estação,Poluente,Classificação,IQAR
2357,2014-11-24T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,43
2358,2014-11-24T16:00:00.000Z,IR,Irajá,O3,Regular,56
2359,2014-11-24T16:00:00.000Z,AV,Copacabana,PI,Regular,58
2360,2014-11-24T16:00:00.000Z,BG,Bangu,O3,Regular,61
2361,2014-11-25T16:00:00.000Z,SP,Tijuca,PI,Boa,31
2362,2014-11-25T16:00:00.000Z,CA,Centro,PI,Boa,32
2363,2014-11-25T16:00:00.000Z,SC,São Cristóvão,O3,Boa,37
2364,2014-11-25T16:00:00.000Z,CG,Campo Grande,O3,Boa,48
2365,2014-11-25T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,52
2366,2014-11-25T16:00:00.000Z,AV,Copacabana,PI,Regular,54
2367,2014-11-25T16:00:00.000Z,IR,Irajá,O3,Regular,63
2368,2014-11-25T16:00:00.000Z,BG,Bangu,O3,Regular,69
2369,2014-11-26T16:00:00.000Z,CA,Centro,PI,Boa,36
2370,2014-11-26T16:00:00.000Z,SC,São Cristóvão,O3,Boa,37
2371,2014-11-26T16:00:00.000Z,CG,Campo Grande,PI,Boa,37
2372,2014-11-26T16:00:00.000Z,SP,Tijuca,O3,Boa,43
2373,2014-11-26T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,48
2374,2014-11-26T16:00:00.000Z,IR,Irajá,NO2,Regular,56
2375,2014-11-26T16:00:00.000Z,AV,Copacabana,PI,Regular,61
2376,2014-11-26T16:00:00.000Z,BG,Bangu,O3,Regular,62
2377,2014-11-27T16:00:00.000Z,CA,Centro,PI,Boa,22
2378,2014-11-27T16:00:00.000Z,CG,Campo Grande,NO2,Boa,23
2379,2014-11-27T16:00:00.000Z,SC,São Cristóvão,O3,Boa,27
2380,2014-11-27T16:00:00.000Z,SP,Tijuca,NO2,Boa,27
2381,2014-11-27T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,28
2382,2014-11-27T16:00:00.000Z,IR,Irajá,NO2,Boa,31
2383,2014-11-27T16:00:00.000Z,BG,Bangu,O3,Boa,36
2384,2014-11-27T16:00:00.000Z,AV,Copacabana,PI,Boa,45
2385,2014-11-28T16:00:00.000Z,CA,Centro,PI,Boa,18
2386,2014-11-28T16:00:00.000Z,SP,Tijuca,PI,Boa,19
2387,2014-11-28T16:00:00.000Z,SC,São Cristóvão,O3,Boa,19
2388,2014-11-28T16:00:00.000Z,CG,Campo Grande,O3,Boa,20
2389,2014-11-28T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,21
2390,2014-11-28T16:00:00.000Z,BG,Bangu,O3,Boa,23
2391,2014-11-28T16:00:00.000Z,IR,Irajá,PI,Boa,31
2392,2014-11-28T16:00:00.000Z,AV,Copacabana,PI,Boa,33
2393,2014-11-29T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,19
2394,2014-11-29T16:00:00.000Z,CA,Centro,PI,Boa,21
2395,2014-11-29T16:00:00.000Z,SC,São Cristóvão,O3,Boa,22
2396,2014-11-29T16:00:00.000Z,SP,Tijuca,NO2,Boa,22
2397,2014-11-29T16:00:00.000Z,BG,Bangu,O3,Boa,24
2398,2014-11-29T16:00:00.000Z,CG,Campo Grande,O3,Boa,27
2399,2014-11-29T16:00:00.000Z,IR,Irajá,NO2,Boa,30
2400,2014-11-29T16:00:00.000Z,AV,Copacabana,PI,Boa,36
2401,2014-11-30T16:00:00.000Z,CA,Centro,PI,Boa,19
2402,2014-11-30T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,22
2403,2014-11-30T16:00:00.000Z,CG,Campo Grande,O3,Boa,23
2404,2014-11-30T16:00:00.000Z,SP,Tijuca,PI,Boa,24
2405,2014-11-30T16:00:00.000Z,IR,Irajá,O3,Boa,26
2406,2014-11-30T16:00:00.000Z,SC,São Cristóvão,PI,Boa,29
2407,2014-11-30T16:00:00.000Z,BG,Bangu,O3,Boa,31
2408,2014-11-30T16:00:00.000Z,AV,Copacabana,PI,Boa,36
2409,2014-12-01T16:00:00.000Z,CA,Centro,PI,Boa,22
2410,2014-12-01T16:00:00.000Z,SP,Tijuca,O3,Boa,36
2411,2014-12-01T16:00:00.000Z,SC,São Cristóvão,O3,Boa,41
2412,2014-12-01T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,41
2413,2014-12-01T16:00:00.000Z,IR,Irajá,O3,Boa,47
2414,2014-12-01T16:00:00.000Z,CG,Campo Grande,O3,Boa,47
2415,2014-12-01T16:00:00.000Z,AV,Copacabana,PI,Regular,54
2416,2014-12-01T16:00:00.000Z,BG,Bangu,O3,Regular,64
2417,2014-12-02T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,34
2418,2014-12-02T16:00:00.000Z,CG,Campo Grande,O3,Boa,36
2419,2014-12-02T16:00:00.000Z,CA,Centro,PI,Boa,37
2420,2014-12-02T16:00:00.000Z,SC,São Cristóvão,O3,Boa,40
2421,2014-12-02T16:00:00.000Z,SP,Tijuca,O3,Boa,40
2422,2014-12-02T16:00:00.000Z,AV,Copacabana,PI,Regular,56
2423,2014-12-02T16:00:00.000Z,IR,Irajá,O3,Regular,61
2424,2014-12-02T16:00:00.000Z,BG,Bangu,O3,Regular,68
2425,2014-12-03T16:00:00.000Z,CA,Centro,PI,Boa,35
2426,2014-12-03T16:00:00.000Z,BG,Bangu,O3,Boa,40
2427,2014-12-03T16:00:00.000Z,SP,Tijuca,O3,Boa,42
2428,2014-12-03T16:00:00.000Z,CG,Campo Grande,O3,Boa,42
2429,2014-12-03T16:00:00.000Z,SC,São Cristóvão,O3,Boa,45
2430,2014-12-03T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,51
2431,2014-12-03T16:00:00.000Z,AV,Copacabana,PI,Regular,59
2432,2014-12-03T16:00:00.000Z,IR,Irajá,O3,Regular,88
2433,2014-12-04T16:00:00.000Z,BG,Bangu,O3,Inadequada,134
2434,2014-12-04T16:00:00.000Z,CA,Centro,PI,Boa,46
2435,2014-12-04T16:00:00.000Z,SC,São Cristóvão,O3,Regular,56
2436,2014-12-04T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Regular,57
2437,2014-12-04T16:00:00.000Z,CG,Campo Grande,O3,Regular,68
2438,2014-12-04T16:00:00.000Z,IR,Irajá,O3,Regular,70
2439,2014-12-04T16:00:00.000Z,SP,Tijuca,NO2,Regular,72
2440,2014-12-04T16:00:00.000Z,AV,Copacabana,PI,Regular,73
2441,2014-12-05T16:00:00.000Z,CG,Campo Grande,O3,Boa,25
2442,2014-12-05T16:00:00.000Z,CA,Centro,O3,Boa,26
2443,2014-12-05T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,27
2444,2014-12-05T16:00:00.000Z,AV,Copacabana,O3,Boa,34
2445,2014-12-05T16:00:00.000Z,SC,São Cristóvão,O3,Boa,49
2446,2014-12-05T16:00:00.000Z,BG,Bangu,O3,Boa,49
2447,2014-12-05T16:00:00.000Z,SP,Tijuca,O3,Regular,56
2448,2014-12-05T16:00:00.000Z,IR,Irajá,O3,Regular,56
2449,2014-12-06T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,23
2450,2014-12-06T16:00:00.000Z,CA,Centro,PI,Boa,29
2451,2014-12-06T16:00:00.000Z,AV,Copacabana,PI,Boa,38
2452,2014-12-06T16:00:00.000Z,SC,São Cristóvão,O3,Boa,41
2453,2014-12-06T16:00:00.000Z,SP,Tijuca,O3,Boa,42
2454,2014-12-06T16:00:00.000Z,CG,Campo Grande,O3,Boa,44
2455,2014-12-06T16:00:00.000Z,IR,Irajá,O3,Regular,78
2456,2014-12-06T16:00:00.000Z,BG,Bangu,O3,Regular,84
2457,2014-12-07T16:00:00.000Z,CA,Centro,O3,Boa,23
2458,2014-12-07T16:00:00.000Z,SC,São Cristóvão,O3,Boa,33
2459,2014-12-07T16:00:00.000Z,AV,Copacabana,PI,Boa,34
2460,2014-12-07T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,36
2461,2014-12-07T16:00:00.000Z,SP,Tijuca,O3,Boa,38
2462,2014-12-07T16:00:00.000Z,CG,Campo Grande,O3,Regular,62
2463,2014-12-07T16:00:00.000Z,IR,Irajá,O3,Regular,64
2464,2014-12-07T16:00:00.000Z,BG,Bangu,O3,Regular,77
2465,2014-12-08T16:00:00.000Z,IR,Irajá,O3,Regular,100
2466,2014-12-08T16:00:00.000Z,CA,Centro,PI,Boa,21
2467,2014-12-08T16:00:00.000Z,CG,Campo Grande,O3,Boa,40
2468,2014-12-08T16:00:00.000Z,SC,São Cristóvão,O3,Boa,41
2469,2014-12-08T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,41
2470,2014-12-08T16:00:00.000Z,AV,Copacabana,PI,Boa,44
2471,2014-12-08T16:00:00.000Z,SP,Tijuca,O3,Regular,56
2472,2014-12-08T16:00:00.000Z,BG,Bangu,O3,Regular,58
2473,2014-12-09T16:00:00.000Z,CA,Centro,PI,Boa,30
2474,2014-12-09T16:00:00.000Z,CG,Campo Grande,PI,Boa,40
2475,2014-12-09T16:00:00.000Z,SC,São Cristóvão,O3,Boa,43
2476,2014-12-09T16:00:00.000Z,SP,Tijuca,O3,Boa,49
2477,2014-12-09T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,49
2478,2014-12-09T16:00:00.000Z,AV,Copacabana,PI,Regular,55
2479,2014-12-09T16:00:00.000Z,BG,Bangu,O3,Regular,89
2480,2014-12-09T16:00:00.000Z,IR,Irajá,O3,Regular,94
2481,2014-12-10T16:00:00.000Z,BG,Bangu,O3,Inadequada,170
2482,2014-12-10T16:00:00.000Z,CA,Centro,PI,Boa,32
2483,2014-12-10T16:00:00.000Z,SP,Tijuca,O3,Boa,39
2484,2014-12-10T16:00:00.000Z,SC,São Cristóvão,O3,Boa,43
2485,2014-12-10T16:00:00.000Z,CG,Campo Grande,O3,Boa,43
2486,2014-12-10T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,44
2487,2014-12-10T16:00:00.000Z,AV,Copacabana,PI,Regular,51
2488,2014-12-10T16:00:00.000Z,IR,Irajá,O3,Regular,63
2489,2014-12-11T16:00:00.000Z,CA,Centro,PI,Boa,41
2490,2014-12-11T16:00:00.000Z,SP,Tijuca,O3,Boa,45
2491,2014-12-11T16:00:00.000Z,SC,São Cristóvão,O3,Regular,51
2492,2014-12-11T16:00:00.000Z,CG,Campo Grande,O3,Regular,60
2493,2014-12-11T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,61
2494,2014-12-11T16:00:00.000Z,AV,Copacabana,PI,Regular,64
2495,2014-12-11T16:00:00.000Z,IR,Irajá,O3,Regular,72
2496,2014-12-11T16:00:00.000Z,BG,Bangu,O3,Regular,84
2497,2014-12-12T16:00:00.000Z,IR,Irajá,O3,Regular,100
2498,2014-12-12T16:00:00.000Z,BG,Bangu,O3,Inadequada,172
2499,2014-12-12T16:00:00.000Z,CA,Centro,O3,Boa,47
2500,2014-12-12T16:00:00.000Z,AV,Copacabana,PI,Regular,61
2501,2014-12-12T16:00:00.000Z,SC,São Cristóvão,O3,Regular,61
2502,2014-12-12T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,69
2503,2014-12-12T16:00:00.000Z,CG,Campo Grande,O3,Regular,76
2504,2014-12-12T16:00:00.000Z,SP,Tijuca,O3,Regular,83
2505,2014-12-13T16:00:00.000Z,BG,Bangu,O3,Má,200
2506,2014-12-13T16:00:00.000Z,CA,Centro,O3,Regular,57
2507,2014-12-13T16:00:00.000Z,SC,São Cristóvão,O3,Regular,59
2508,2014-12-13T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,59
2509,2014-12-13T16:00:00.000Z,AV,Copacabana,PI,Regular,61
2510,2014-12-13T16:00:00.000Z,SP,Tijuca,O3,Regular,66
2511,2014-12-13T16:00:00.000Z,IR,Irajá,O3,Regular,84
2512,2014-12-13T16:00:00.000Z,CG,Campo Grande,O3,Regular,89
2513,2014-12-14T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,34
2514,2014-12-14T16:00:00.000Z,CG,Campo Grande,O3,Boa,36
2515,2014-12-14T16:00:00.000Z,CA,Centro,O3,Boa,39
2516,2014-12-14T16:00:00.000Z,SP,Tijuca,O3,Boa,44
2517,2014-12-14T16:00:00.000Z,SC,São Cristóvão,O3,Boa,47
2518,2014-12-14T16:00:00.000Z,AV,Copacabana,PI,Boa,48
2519,2014-12-14T16:00:00.000Z,IR,Irajá,O3,Regular,53
2520,2014-12-14T16:00:00.000Z,BG,Bangu,O3,Regular,55
2521,2014-12-15T16:00:00.000Z,SC,São Cristóvão,PI,Boa,18
2522,2014-12-15T16:00:00.000Z,CG,Campo Grande,O3,Boa,26
2523,2014-12-15T16:00:00.000Z,CA,Centro,O3,Boa,29
2524,2014-12-15T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,32
2525,2014-12-15T16:00:00.000Z,AV,Copacabana,PI,Boa,39
2526,2014-12-15T16:00:00.000Z,SP,Tijuca,O3,Boa,40
2527,2014-12-15T16:00:00.000Z,BG,Bangu,O3,Boa,43
2528,2014-12-15T16:00:00.000Z,IR,Irajá,O3,Boa,46
2529,2014-12-16T16:00:00.000Z,SC,São Cristóvão,PI,Boa,26
2530,2014-12-16T16:00:00.000Z,SP,Tijuca,PI,Boa,28
2531,2014-12-16T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,29
2532,2014-12-16T16:00:00.000Z,CG,Campo Grande,O3,Boa,31
2533,2014-12-16T16:00:00.000Z,IR,Irajá,O3,Boa,38
2534,2014-12-16T16:00:00.000Z,AV,Copacabana,PI,Boa,48
2535,2014-12-16T16:00:00.000Z,BG,Bangu,O3,Regular,53
2536,2014-12-16T16:00:00.000Z,CA,Centro,Indisponivel,Indisponivel,
2537,2014-12-17T16:00:00.000Z,CA,Centro,PI,Boa,26
2538,2014-12-17T16:00:00.000Z,AV,Copacabana,PI,Boa,42
2539,2014-12-17T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,45
2540,2014-12-17T16:00:00.000Z,SC,São Cristóvão,O3,Boa,47
2541,2014-12-17T16:00:00.000Z,SP,Tijuca,O3,Boa,49
2542,2014-12-17T16:00:00.000Z,CG,Campo Grande,O3,Regular,81
2543,2014-12-17T16:00:00.000Z,BG,Bangu,O3,Regular,88
2544,2014-12-17T16:00:00.000Z,IR,Irajá,Indisponivel,Indisponivel,
2545,2014-12-18T16:00:00.000Z,BG,Bangu,O3,Inadequada,128
2546,2014-12-18T16:00:00.000Z,CA,Centro,PI,Boa,34
2547,2014-12-18T16:00:00.000Z,IR,Irajá,O3,Boa,47
2548,2014-12-18T16:00:00.000Z,AV,Copacabana,PI,Boa,49
2549,2014-12-18T16:00:00.000Z,SC,São Cristóvão,O3,Boa,50
2550,2014-12-18T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,53
2551,2014-12-18T16:00:00.000Z,SP,Tijuca,O3,Regular,57
2552,2014-12-18T16:00:00.000Z,CG,Campo Grande,O3,Regular,71
2553,2014-12-19T16:00:00.000Z,BG,Bangu,O3,Inadequada,131
2554,2014-12-19T16:00:00.000Z,CA,Centro,PI,Boa,34
2555,2014-12-19T16:00:00.000Z,IR,Irajá,PI,Boa,41
2556,2014-12-19T16:00:00.000Z,SC,São Cristóvão,O3,Boa,47
2557,2014-12-19T16:00:00.000Z,AV,Copacabana,PI,Regular,51
2558,2014-12-19T16:00:00.000Z,SP,Tijuca,O3,Regular,55
2559,2014-12-19T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,55
2560,2014-12-19T16:00:00.000Z,CG,Campo Grande,O3,Regular,76
2561,2014-12-20T16:00:00.000Z,CG,Campo Grande,PI,Boa,31
2562,2014-12-20T16:00:00.000Z,CA,Centro,PI,Boa,38
2563,2014-12-20T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,38
2564,2014-12-20T16:00:00.000Z,IR,Irajá,PI,Regular,51
2565,2014-12-20T16:00:00.000Z,SC,São Cristóvão,O3,Regular,52
2566,2014-12-20T16:00:00.000Z,SP,Tijuca,PI,Regular,52
2567,2014-12-20T16:00:00.000Z,BG,Bangu,PI,Regular,53
2568,2014-12-20T16:00:00.000Z,AV,Copacabana,PI,Regular,55
2569,2014-12-21T16:00:00.000Z,CA,Centro,PI,Boa,41
2570,2014-12-21T16:00:00.000Z,IR,Irajá,NO2,Boa,47
2571,2014-12-21T16:00:00.000Z,CG,Campo Grande,O3,Boa,47
2572,2014-12-21T16:00:00.000Z,SC,São Cristóvão,O3,Boa,50
2573,2014-12-21T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,50
2574,2014-12-21T16:00:00.000Z,AV,Copacabana,PI,Regular,56
2575,2014-12-21T16:00:00.000Z,SP,Tijuca,O3,Regular,56
2576,2014-12-21T16:00:00.000Z,BG,Bangu,O3,Regular,89
2577,2014-12-22T16:00:00.000Z,CG,Campo Grande,NO2,Boa,26
2578,2014-12-22T16:00:00.000Z,CA,Centro,PI,Boa,28
2579,2014-12-22T16:00:00.000Z,IR,Irajá,NO2,Boa,29
2580,2014-12-22T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,33
2581,2014-12-22T16:00:00.000Z,SP,Tijuca,O3,Boa,40
2582,2014-12-22T16:00:00.000Z,BG,Bangu,O3,Boa,43
2583,2014-12-22T16:00:00.000Z,SC,São Cristóvão,O3,Boa,45
2584,2014-12-22T16:00:00.000Z,AV,Copacabana,PI,Boa,47
2585,2014-12-23T16:00:00.000Z,CG,Campo Grande,NO2,Boa,18
2586,2014-12-23T16:00:00.000Z,CA,Centro,O3,Boa,30
2587,2014-12-23T16:00:00.000Z,BG,Bangu,O3,Boa,30
2588,2014-12-23T16:00:00.000Z,IR,Irajá,NO2,Boa,31
2589,2014-12-23T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,37
2590,2014-12-23T16:00:00.000Z,SC,São Cristóvão,O3,Boa,41
2591,2014-12-23T16:00:00.000Z,SP,Tijuca,O3,Boa,43
2592,2014-12-23T16:00:00.000Z,AV,Copacabana,PI,Boa,46
2593,2014-12-24T16:00:00.000Z,CA,Centro,O3,Boa,20
2594,2014-12-24T16:00:00.000Z,SC,São Cristóvão,O3,Boa,20
2595,2014-12-24T16:00:00.000Z,CG,Campo Grande,O3,Boa,20
2596,2014-12-24T16:00:00.000Z,SP,Tijuca,PI,Boa,22
2597,2014-12-24T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,24
2598,2014-12-24T16:00:00.000Z,BG,Bangu,O3,Boa,32
2599,2014-12-24T16:00:00.000Z,AV,Copacabana,PI,Boa,37
2600,2014-12-24T16:00:00.000Z,IR,Irajá,O3,Boa,37
2601,2014-12-25T16:00:00.000Z,CA,Centro,O3,Boa,30
2602,2014-12-25T16:00:00.000Z,AV,Copacabana,PI,Boa,36
2603,2014-12-25T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,36
2604,2014-12-25T16:00:00.000Z,SC,São Cristóvão,O3,Regular,51
2605,2014-12-25T16:00:00.000Z,CG,Campo Grande,O3,Regular,52
2606,2014-12-25T16:00:00.000Z,SP,Tijuca,O3,Regular,56
2607,2014-12-25T16:00:00.000Z,IR,Irajá,O3,Regular,84
2608,2014-12-25T16:00:00.000Z,BG,Bangu,O3,Regular,93
2609,2014-12-26T16:00:00.000Z,CA,Centro,O3,Boa,26
2610,2014-12-26T16:00:00.000Z,AV,Copacabana,PI,Boa,40
2611,2014-12-26T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,42
2612,2014-12-26T16:00:00.000Z,SC,São Cristóvão,O3,Boa,47
2613,2014-12-26T16:00:00.000Z,CG,Campo Grande,O3,Boa,48
2614,2014-12-26T16:00:00.000Z,SP,Tijuca,O3,Regular,58
2615,2014-12-26T16:00:00.000Z,BG,Bangu,O3,Regular,96
2616,2014-12-26T16:00:00.000Z,IR,Irajá,O3,Regular,99
2617,2014-12-27T16:00:00.000Z,BG,Bangu,O3,Má,201
2618,2014-12-27T16:00:00.000Z,CA,Centro,O3,Boa,34
2619,2014-12-27T16:00:00.000Z,AV,Copacabana,PI,Boa,41
2620,2014-12-27T16:00:00.000Z,SC,São Cristóvão,O3,Boa,45
2621,2014-12-27T16:00:00.000Z,SP,Tijuca,O3,Boa,49
2622,2014-12-27T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,56
2623,2014-12-27T16:00:00.000Z,CG,Campo Grande,O3,Regular,66
2624,2014-12-27T16:00:00.000Z,IR,Irajá,O3,Regular,73
2625,2014-12-28T16:00:00.000Z,SC,São Cristóvão,O3,Inadequada,150
2626,2014-12-28T16:00:00.000Z,IR,Irajá,O3,Inadequada,152
2627,2014-12-28T16:00:00.000Z,BG,Bangu,O3,Inadequada,153
2628,2014-12-28T16:00:00.000Z,SP,Tijuca,O3,Má,204
2629,2014-12-28T16:00:00.000Z,AV,Copacabana,PI,Regular,51
2630,2014-12-28T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,58
2631,2014-12-28T16:00:00.000Z,CG,Campo Grande,O3,Regular,65
2632,2014-12-28T16:00:00.000Z,CA,Centro,O3,Regular,72
2633,2014-12-29T16:00:00.000Z,SC,São Cristóvão,PI,Regular,55
2634,2014-12-29T16:00:00.000Z,AV,Copacabana,PI,Regular,56
2635,2014-12-29T16:00:00.000Z,CA,Centro,O3,Regular,58
2636,2014-12-29T16:00:00.000Z,CG,Campo Grande,O3,Regular,64
2637,2014-12-29T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,68
2638,2014-12-29T16:00:00.000Z,BG,Bangu,O3,Regular,86
2639,2014-12-29T16:00:00.000Z,IR,Irajá,O3,Regular,88
2640,2014-12-29T16:00:00.000Z,SP,Tijuca,O3,Regular,95
2641,2014-12-30T16:00:00.000Z,IR,Irajá,O3,Inadequada,158
2642,2014-12-30T16:00:00.000Z,BG,Bangu,O3,Inadequada,173
2643,2014-12-30T16:00:00.000Z,AV,Copacabana,PI,Boa,48
2644,2014-12-30T16:00:00.000Z,CA,Centro,O3,Boa,49
2645,2014-12-30T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,57
2646,2014-12-30T16:00:00.000Z,SC,São Cristóvão,O3,Regular,72
2647,2014-12-30T16:00:00.000Z,SP,Tijuca,O3,Regular,78
2648,2014-12-30T16:00:00.000Z,CG,Campo Grande,O3,Regular,84
2649,2014-12-31T16:00:00.000Z,AV,Copacabana,PI,Regular,51
2650,2014-12-31T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,60
2651,2014-12-31T16:00:00.000Z,CA,Centro,O3,Regular,62
2652,2014-12-31T16:00:00.000Z,SP,Tijuca,O3,Regular,71
2653,2014-12-31T16:00:00.000Z,SC,São Cristóvão,O3,Regular,78
2654,2014-12-31T16:00:00.000Z,CG,Campo Grande,O3,Regular,86
2655,2014-12-31T16:00:00.000Z,IR,Irajá,O3,Regular,98
2656,2014-12-31T16:00:00.000Z,BG,Bangu,O3,Regular,98
2657,2015-01-01T16:00:00.000Z,CA,Centro,O3,Regular,65
2658,2015-01-01T16:00:00.000Z,AV,Copacabana,PI,Regular,53
2659,2015-01-01T16:00:00.000Z,SC,São Cristóvão,O3,Regular,92
2660,2015-01-01T16:00:00.000Z,SP,Tijuca,O3,Regular,94
2661,2015-01-01T16:00:00.000Z,IR,Irajá,O3,Regular,68
2662,2015-01-01T16:00:00.000Z,BG,Bangu,Indisponivel,Indisponivel,
2663,2015-01-01T16:00:00.000Z,CG,Campo Grande,O3,Boa,48
2664,2015-01-01T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,63
2665,2015-01-02T16:00:00.000Z,CA,Centro,O3,Regular,63
2666,2015-01-02T16:00:00.000Z,AV,Copacabana,O3,Regular,74
2667,2015-01-02T16:00:00.000Z,SC,São Cristóvão,O3,Inadequada,120
2668,2015-01-02T16:00:00.000Z,SP,Tijuca,O3,Inadequada,166
2669,2015-01-02T16:00:00.000Z,IR,Irajá,O3,Regular,84
2670,2015-01-02T16:00:00.000Z,BG,Bangu,O3,Regular,78
2671,2015-01-02T16:00:00.000Z,CG,Campo Grande,O3,Regular,65
2672,2015-01-02T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,61
2673,2015-01-03T16:00:00.000Z,CA,Centro,O3,Regular,51
2674,2015-01-03T16:00:00.000Z,AV,Copacabana,O3,Boa,49
2675,2015-01-03T16:00:00.000Z,SC,São Cristóvão,O3,Regular,51
2676,2015-01-03T16:00:00.000Z,SP,Tijuca,O3,Regular,58
2677,2015-01-03T16:00:00.000Z,IR,Irajá,O3,Regular,58
2678,2015-01-03T16:00:00.000Z,BG,Bangu,O3,Regular,72
2679,2015-01-03T16:00:00.000Z,CG,Campo Grande,O3,Boa,50
2680,2015-01-03T16:00:00.000Z,PG,Pedra de Guaratiba,PI,Regular,66
2681,2015-01-04T16:00:00.000Z,CA,Centro,O3,Boa,24
2682,2015-01-04T16:00:00.000Z,AV,Copacabana,PI,Boa,38
2683,2015-01-04T16:00:00.000Z,SC,São Cristóvão,O3,Boa,44
2684,2015-01-04T16:00:00.000Z,SP,Tijuca,O3,Regular,53
2685,2015-01-04T16:00:00.000Z,IR,Irajá,O3,Regular,60
2686,2015-01-04T16:00:00.000Z,BG,Bangu,O3,Regular,81
2687,2015-01-04T16:00:00.000Z,CG,Campo Grande,O3,Boa,39
2688,2015-01-04T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,42
2689,2015-01-05T16:00:00.000Z,CA,Centro,O3,Boa,27
2690,2015-01-05T16:00:00.000Z,AV,Copacabana,PI,Boa,43
2691,2015-01-05T16:00:00.000Z,SC,São Cristóvão,O3,Regular,55
2692,2015-01-05T16:00:00.000Z,SP,Tijuca,O3,Regular,52
2693,2015-01-05T16:00:00.000Z,IR,Irajá,O3,Regular,74
2694,2015-01-05T16:00:00.000Z,BG,Bangu,O3,Regular,87
2695,2015-01-05T16:00:00.000Z,CG,Campo Grande,O3,Boa,47
2696,2015-01-05T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,39
2697,2015-01-06T16:00:00.000Z,CA,Centro,O3,Boa,26
2698,2015-01-06T16:00:00.000Z,AV,Copacabana,PI,Boa,40
2699,2015-01-06T16:00:00.000Z,SC,São Cristóvão,O3,Boa,39
2700,2015-01-06T16:00:00.000Z,SP,Tijuca,O3,Regular,53
2701,2015-01-06T16:00:00.000Z,IR,Irajá,O3,Regular,65
2702,2015-01-06T16:00:00.000Z,BG,Bangu,O3,Regular,86
2703,2015-01-06T16:00:00.000Z,CG,Campo Grande,O3,Boa,37
2704,2015-01-06T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,42
2705,2015-01-07T16:00:00.000Z,CA,Centro,O3,Regular,52
2706,2015-01-07T16:00:00.000Z,AV,Copacabana,PI,Boa,46
2707,2015-01-07T16:00:00.000Z,SC,São Cristóvão,O3,Regular,68
2708,2015-01-07T16:00:00.000Z,SP,Tijuca,O3,Regular,63
2709,2015-01-07T16:00:00.000Z,IR,Irajá,O3,Regular,73
2710,2015-01-07T16:00:00.000Z,BG,Bangu,O3,Inadequada,129
2711,2015-01-07T16:00:00.000Z,CG,Campo Grande,O3,Regular,73
2712,2015-01-07T16:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,56
2713,2015-01-08T16:00:00.000Z,CA,Centro,PI,Boa,40
2714,2015-01-08T16:00:00.000Z,AV,Copacabana,PI,Regular,51
2715,2015-01-08T16:00:00.000Z,SC,São Cristóvão,O3,Regular,66
2716,2015-01-08T16:00:00.000Z,SP,Tijuca,O3,Regular,67
